CHAPA,PARES,L5,M5,R5,PADRAO,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
6x3,7,CDEHI,JLOPQ,RSWXY,0011100111010011111000111,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1
7x3,6,ABEFG,IJKOQ,RSUVX,1100111011100010111011010,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0
7x3,6,BDEGH,IJKLO,STUWY,0101101111110010001110101,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1
7x2,7,ABCEF,GJKMO,PRTUV,1110111001101011010111000,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0
4x3,6,ABCFK,MNOPQ,RSUVY,1110010000101111111011001,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
7x4,7,CDEFG,HJORS,TUWXY,0011111101000010011110111,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
4x4,7,EFIJK,LMOPQ,RVWXY,0000110011111011110001111,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
6x3,9,BDGHI,JLMOP,STVWX,0101001111011011001101110,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0
5x3,8,ACDFJ,KLMNP,QRWXY,1011010001111101110000111,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
7x3,8,BCDFG,HJMNQ,RSWXY,0111011101001100111000111,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1
6x2,7,CDEFH,IKMNO,PQRWX,0011110110101111110000110,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
5x4,5,BCDEG,KMOQR,SUVXY,0111101000101010111011011,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1
5x2,8,AFGHI,KLNOP,RSTVY,1000011110110111011101001,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
7x1,8,ACDEF,IJMNP,QRSTX,1011110011001101111100010,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0
7x3,7,ABCFG,HJLOQ,RSUVW,1110011101010010111011100,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0
4x3,7,EGHIK,LMNOQ,RTVWX,0000101110111110110101110,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
5x4,7,ACGIJ,KLNOP,TUVXY,1010001011110111000111011,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
7x3,8,CDEGH,IJLPR,STUVY,0011101111010001011111001,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
7x2,7,ABCEF,HILMO,RSTXY,1110110110011010011100011,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1
5x4,4,ACDEJ,KMOPQ,SUWXY,1011100001101011101010111,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
6x3,8,ABCDH,ILMOP,RSVXY,1111000110011011011001011,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1
5x4,6,ACDFG,KLMNO,QUVXY,1011011000111110100011011,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1
6x3,9,BDEFG,HKLMO,PRUVX,0101111100111011010011010,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0
5x3,7,BCEGJ,MNOPQ,STVXY,0110101001001111101101011,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
7x4,8,ABCDF,HINOP,QVWXY,1111010110000111100001111,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
7x3,8,BDEFG,HJKOP,QRUVY,0101111101100011110011001,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
7x3,8,ABDEF,HJKOQ,RSVXY,1101110101100010111001011,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1
5x4,4,ACDGI,KMORS,TUWXY,1011001010101010011110111,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1
4x3,7,BFGIK,LMNPQ,STUWX,0100011010111101101110110,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
5x5,6,CDEHJ,KMOQT,UVWXY,0011100101101010100111111,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1
7x3,6,ABCEH,IJLOQ,RSUVY,1110100111010010111011001,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1
6x2,9,BDEFI,JLNOQ,RSTUX,0101110011010110111110010,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
7x2,7,ABDEG,HIKLN,OPRUW,1101101110110111010010100,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
8x3,5,ACDEG,HIJKM,PSWXY,1011101111101001001000111,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1
6x4,8,BCDGH,ILOPQ,RUVXY,0111001110010011110011011,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1
6x3,8,ABDGH,JMOPR,STUVY,1101001101001011011111001,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1
3x3,7,AGHKL,MNOPQ,RTUVW,1000001100111111110111100,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
5x3,9,BFHIJ,KLMNP,STWXY,0100010111111101001100111,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1
7x2,8,ABDEG,HIKNP,RSTUV,1101101110100101011111000,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0
8x1,5,ABCEF,HIJKM,OQRSW,1110110111101010111000100,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0
5x4,7,ACDHJ,LMNOS,TUWXY,1011000101011110001110111,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1
5x2,6,BCEGJ,KLMOP,RSTWY,0110101001111011011100101,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
7x3,8,BCEFH,IJKLP,QTVWY,0110110111110001100101101,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1
5x3,7,ADGHI,KLPQR,STUWX,1001001110110001111110110,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0
8x2,5,ABCEF,GHIMO,RSTUY,1110111110001010011110001,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1
7x2,7,ABFGH,IJKMN,OSTVW,1100011111101110001101100,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0
7x4,7,CDEFG,HIKMN,TUVWX,0011111110101100000111110,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0
5x4,9,CFGHJ,LMPRS,TUVXY,0010011101011001011111011,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1
4x3,7,ACDIK,MNOPR,STVXY,1011000010101111011101011,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
5x2,9,BDFGJ,KLNPQ,RSTUY,0101011001110101111110001,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
5x5,6,CEFGI,MNPRS,UVWXY,0010111010001101011011111,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1
6x3,9,ABDEF,IKNOP,RTVWX,1101110010100111010101110,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0
6x4,8,ABDGH,JKLNP,SUVWY,1101001101110101001011101,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1
7x3,11,ABDEF,HJLMN,RTVWX,1101110101011100010101110,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0
5x2,6,CDEHI,LMNOQ,RSTUY,0011100110011110111110001,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1
6x4,7,BCDFI,JKNOP,QUVWY,0111010011100111100011101,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1
6x3,8,ABCEG,JLMNP,QRVXY,1110101001011101110001011,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
7x1,6,ABCDE,FIKLM,OPSTU,1111110010111011001110000,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
6x3,7,ADGHI,JMNOR,STVWY,1001001111001110011101101,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1
5x4,9,BDHIJ,LOPQR,SVWXY,0101000111010011111001111,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
5x2,7,AEFIJ,KLNOQ,RSTVY,1000110011110110111101001,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1
7x1,8,ABDFG,HIKLP,QRSTW,1101011110110001111100100,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0
6x2,8,ADEFG,HKMNP,QRTXY,1001111100101101110100011,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
7x4,5,ACDFG,IJKOQ,TUVWY,1011011011100010100111101,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1
7x4,8,ABCDE,FJNOP,SUVXY,1111110001000111001011011,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1
7x3,9,CDEFG,HJKLN,OPVXY,0011111101110111000001011,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
4x5,8,EFIJK,NPRST,UVWXY,0000110011100101011111111,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
5x3,9,BCDHJ,MNPQR,STWXY,0111000101001101111100111,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1
5x4,6,ABCEF,KLMNO,QVWXY,1110110000111110100001111,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
6x3,6,ABEGH,ILMOP,STUVW,1100101110011011001111100,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0
5x4,8,ACFHI,KLNQR,TUVXY,1010010110110100110111011,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1
5x5,5,ACEGJ,KMNOR,UVWXY,1010101001101110010011111,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1
6x2,6,ACDGI,JKLMN,ORSUX,1011001011111110011010010,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
6x3,8,ABCDE,JKNOR,STVXY,1111100001100110011101011,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1
7x1,8,CDEGH,IJKNO,PRSTX,0011101111100111011100010,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
5x3,8,ABDHJ,KMOPR,STUVY,1101000101101011011111001,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
6x2,6,ABCEG,JKLMO,PQTWX,1110101001111011100100110,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
9x1,8,ABCEF,GHIJO,PQRTX,1110111111000011110100010,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0
8x3,8,BCEFG,HIJNQ,RTWXY,0110111111000100110100111,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1
8x2,6,ABCDE,GHIMN,RSTUW,1111101110001100011110100,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0
3x3,7,CGIKL,MNOPQ,RTUVX,0010001010111111110111010,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
5x4,8,ABCGJ,LNOQR,TUVWX,1110001001010110110111110,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0
7x2,6,ACFGH,IJKLM,QSTXY,1010011111111000101100011,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1
8x2,6,ABCDE,GIJKM,NRTUW,1111101011101100010110100,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0
8x3,9,BCDEF,HIJNP,STVWY,0111110111000101001101101,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1
7x2,6,BCDEF,GIMNQ,RSTWY,0111111010001100111100101,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1
6x4,9,BCDFI,JLNOR,SUVWX,0111010011010110011011110,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0
8x2,7,ABCDE,HIJKM,OQTVX,1111100111101010100101010,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
6x3,9,BFGHI,JMNPQ,RTUVW,0100011111001101110111100,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0
7x0,8,ABDEF,HIKLN,OPQRS,1101110110110111111000000,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
4x4,5,BCEGK,MNOQR,TUWXY,0110101000101110110110111,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1
6x4,5,ACEGH,JKNOQ,SUVWX,1010101101100110101011110,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
6x3,6,ABGHI,JKLMN,QSUVY,1100001111111100101011001,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1
8x3,8,ABCDF,GIJLM,QTVWX,1111011011011000100101110,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
7x3,7,ABCEF,GHMNQ,STVXY,1110111100001100101101011,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
8x1,6,ABCEF,GHJKL,MQRSU,1110111101111000111010000,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6x3,7,ACDEG,HLMOP,RTUVY,1011101100011011010111001,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1
6x4,6,BCEFI,JMNOP,SUWXY,0110110011001111001010111,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1
5x3,6,ADEIJ,MNOPQ,RSVWY,1001100011001111111001101,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
6x3,8,ABEHI,JNPQR,STUXY,1100100111000101111110011,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1
7x1,8,ABCDF,IJKLM,OQRTX,1111010011111010110100010,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
8x2,4,ABCEF,GIJKL,MQSWY,1110111011111000101000101,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1
7x4,8,CEFGH,IJLMN,RUVXY,0010111111011100010011011,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1
6x2,5,BCEGH,IKMNO,PQRUY,0110101110101111110010001,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
5x2,10,EFHIJ,KLMNO,PRTVX,0000110111111111010101010,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
7x2,9,ABCDE,FILMP,RSTVX,1111110010011001011101010,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
6x3,7,ADEHI,JKLMO,QTVXY,1001100111111010100101011,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
5x4,6,ABDEG,KNOPS,TUWXY,1101101000100111001110111,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1
6x3,9,ABDEF,HLMNO,PQVXY,1101110100011111100001011,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
6x3,3,ACEGI,JKLMP,QSUWY,1010101011111001101010101,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
7x2,6,BCDEF,HIKOP,QRSUY,0111110110100011111010001,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1
6x3,8,ADGHI,JLMPQ,RSVXY,1001001111011001111001011,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1
5x3,6,BCGHI,KOPQR,STWXY,0110001110100011111100111,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
4x3,6,ACEJK,LMOPQ,STVXY,1010100001111011101101011,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
5x3,8,CDEFI,LMNOR,STVXY,0011110010011110011101011,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
7x2,7,BCDEG,IJNOQ,RSTXY,0111101011000110111100011,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
6x3,7,BFGHI,JNOPQ,STUWY,0100011111000111101110101,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1
8x3,7,ACDEF,HIJKL,OTUWX,1011110111110010000110110,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0
6x4,7,ABCEF,GKOPR,TVWXY,1110111000100011010101111,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1
4x3,8,BCHIK,LNOPQ,RTUVW,0110000110110111110111100,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
7x3,8,ABDFG,IJMNP,RTUWY,1101011011001101010110101,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
5x2,9,ABFHJ,KLMNO,PRSVW,1100010101111111011001100,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
6x2,9,ABEFH,JKLMN,PSTVY,1100110101111101001101001,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1
8x3,8,BCDEF,HIJLM,NTUWY,0111110111011100000110101,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
5x3,8,BEHIJ,MNPQR,STVWY,0100100111001101111101101,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1
7x2,8,ABCDE,FGKNO,QRTVX,1111111000100110110101010,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0
5x3,7,ADEGJ,LOPQR,STUVY,1001101001010011111111001,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1
5x4,8,ACDFH,KLMPQ,TUVWX,1011010100111001100111110,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0
6x3,8,CDEHI,JKLMP,RTVWY,0011100111111001010101101,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1
5x5,8,ADEHJ,KLNQR,UVWXY,1001100101110100110011111,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1
5x4,6,ABCDG,KMNOP,SVWXY,1111001000101111001001111,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
8x2,7,ABCEF,HIJKM,NOTWX,1110110111101110000100110,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
6x2,6,BCEFG,IKLMO,PQRVY,0110111010111011110001001,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1
6x3,7,ABCFG,HKLMO,QRUVX,1110011100111010110011010,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0
5x3,7,ADEGH,KMNPQ,RTUVW,1001101100101101110111100,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0
9x3,6,ABCDE,FHIJK,MTUWY,1111110111101000000110101,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
6x3,8,ABDFH,IKLMN,QRWXY,1101010110111100110000111,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
5x4,6,ADGIJ,NOQRS,TUWXY,1001001011000110111110111,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
5x2,8,ACEFH,KLMNO,RSTVX,1010110100111110011101010,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
5x2,7,ACGHJ,KLMNO,RSTVY,1010001101111110011101001,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
5x2,7,CFGHJ,KMNOP,QRTWY,0010011101101111110100101,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
5x4,7,ACEGJ,LNOPR,SUVWX,1010101001010111011011110,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0
7x3,7,ABCDF,IJLMO,QRUVY,1111010011011010110011001,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
5x3,9,DFGIJ,LOPQR,STUVX,0001011011010011111111010,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0
6x2,6,ACDGH,IKLMN,PRSUW,1011001110111101011010100,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0
6x4,4,ACDEG,IKNOQ,SVWXY,1011101010100110101001111,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1
6x5,5,ACEFH,ILMOS,UVWXY,1010110110011010001011111,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1
5x4,6,EFGIJ,KLNQS,TUVWY,0000111011110100101111101,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
6x2,8,BFGHI,JKLMO,PQRVW,0100011111111011110001100,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
6x3,8,BDEGH,JKMPQ,RTVWY,0101101101101001110101101,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1
5x3,9,ABFGJ,KLOPQ,RTVXY,1100011001110011110101011,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
6x3,5,ACDEG,JKLPQ,STUWY,1011101001110001101110101,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
5x5,5,CDEFI,KMQRS,UVWXY,0011110010101000111011111,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1
5x3,6,ABEIJ,MOPQR,STWXY,1100100011001011111100111,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
5x3,7,ABEGH,KMOPQ,RTVXY,1100101100101011110101011,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
5x4,6,ACDEF,KMNPS,TUVWY,1011110000101101001111101,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1
5x2,8,AFGHJ,KLMOP,RSTUX,1000011101111011011110010,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
6x4,6,ABCGH,JKNOQ,SVWXY,1110001101100110101001111,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1
6x2,8,ABGHI,JKLMO,QRTVX,1100001111111010110101010,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0
6x2,9,BEFGH,JKLMN,PRTWY,0100111101111101010100101,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1
4x3,6,CFIJK,LMNOQ,RSWXY,0010010011111110111000111,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
4x3,5,EGIJK,NOPQR,STUWY,0000101011100111111110101,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
8x1,8,ABEFG,HIJKL,PQRSV,1100111111110001111001000,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0
6x5,8,BCDFG,ILQRT,UVWXY,0111011010010000110111111,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
5x4,4,ACEGH,KMQRS,TUVWY,1010101100101000111111101,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1
